"Name","fa","grp"
"Per-C225n3 DPA","0.215670351633163","0.585876204764985"
"5-KETE-To","0.977397507760995","0.330361554746587"
"Per-Sum-MUFA","0.00132104291788802","0.00873787104379733"
"910-EpOME-NE","0.932998781043032","0.671659674168188"
"15_16-DiHODE-To","0.0800646504841361","0.460949583733301"
"C120-NEFA","0.982902950810339","0.0450677394024158"
"Per--C150-NEFA","0.608982440614902","0.389296507370021"
"Per-C140","0.00379247002850267","0.532144048568442"
"Per-C160","3.17137296060625e-05","0.0180403023508383"
"1718-EpETE-To","0.998828988511675","0.0845298467369434"
"15-HEPE-NE","0.157804298584759","0.516077180318448"
"Per-Sum-SFA","0.0025672581699295","0.464937084937798"
"9_10-DiHODE-To","0.624496390560358","0.743170895242046"
"13-HOTE-NE","0.847257945138991","0.357688515567494"
"C183n6","0.057756584034497","0.317085076493465"
"C170-NEFA","0.590689144332793","0.0862433695602284"
"C225n3-NEFA","0.14091934432736","0.0444686078478326"
"C183n3","0.490366463595369","0.274784551165542"
"C181n9-NEFA","0.694060681063932","0.311245077400018"
"Per-C183n6","0.0130898492450223","0.909070954876165"
"C203n6","0.220682143380494","0.212306982905478"
"C161n7t-NEFA","0.825377011977726","0.166986205609218"
"C182n6","0.417831707562845","0.363083892124367"
"Sum-n-6 PUFA","0.416307807611893","0.368916268052436"
"Sum-MUFA-NEFA","0.582240669103343","0.275170587159352"
"C225n3 DPA","0.454956710354743","0.483309484852389"
"Sum-n-6/Sum-n-3 -NEFA","0.294271606601675","0.453951177600686"
"C161n7t","0.575168614914953","0.375261341131599"
"Per--C204n6-NEFA","0.130461227238272","0.946706881348418"
"C181n7","0.532755661734068","0.463457887525464"
"C204n6 AA","0.361088236639156","0.428472272503791"
"9-HEPE-To","0.481846579060496","0.0822174984463048"
"C224n6","0.238283007997236","0.39511023329401"
"C202n6","0.655408342271128","0.632177957024672"
"Per-C181n9","0.00123190897270987","0.0115861906649039"
"Per-Sum-n-6 PUFA","0.00042187567582439","0.836646035988773"
"Per--C161n7t-NEFA","0.50379868495229","0.567216074149569"
"Per-C161n7t","0.0906442782030612","0.960586968207817"
"Per--Sum-n-6 PUFA-NEFA","0.205832390083791","0.740369865273976"
"Per--C182n6-NEFA","0.0873402519499899","0.662002057086563"
"11_12-DiHETrE-To","0.112943792558103","0.263917040419913"
"C161n7","0.208454786028224","0.347382720018971"
"Per-C203n6","0.0176039016783096","0.340726030704299"
"Per--C120-NEFA","0.991399554628641","0.567574584786152"
"Per--C203n6-NEFA","0.49109664224958","0.777315057664114"
"Per-C182n6","7.17012542797659e-05","0.862792816628727"
"C200","0.0445920896818534","0.924796215784223"
"1112-EpETE-To","0.882125942837868","0.0598042760033396"
"15-HEPE-To","0.040896443342132","0.106576316526464"
"PGF2a - Full-To","0.879133005611179","0.930477110898417"
"Per--C181n7-NEFA","0.250628702853536","0.438666588220647"
"Sum-n-3 PUFA","0.506823839394395","0.259583559645269"
"F2-isoPs-To","0.946890973128941","0.938536008853138"
"Total NEFA","0.45145829708154","0.372397410439717"
"9c,11t-CLA","0.493176490278802","0.832756678509685"
"12-HETE-NE","0.0791238636949313","0.561443313157957"
"C140","0.215451958991209","0.462196660400017"
"C161n7-NEFA","0.262238136774059","0.184692856774583"
"Per--C140-NEFA","0.127356558792681","0.674912535064825"
"C160","0.318464700018665","0.329857832408671"
"Per-C202n6","0.0195803349101096","0.125490321446922"
"Sum-SFA","0.312629415274557","0.345917806366022"
"Per--C183n3-NEFA","0.00231420122585491","0.141706235528531"
"Sum-MUFA","0.538686694740398","0.442424576003533"
"9-HEPE-NE","0.905617812440513","0.200587339218987"
"C204n3","0.0831399956284445","0.0726068211760205"
"C226n3 DHA","0.567329817283657","0.423710579698941"
"C181n9","0.538177880749251","0.441262997423662"
"1516-EpODE-NE","0.776511716130942","0.913077727717486"
"Per--C226n3-NEFA","0.347931042524369","0.391438597799575"
"Per--C226n3-NE","0.317482806104933","0.699423916471252"
"C201n9","0.585298839374546","0.667788305107463"
"Per--C170-NEFA","0.306405781502997","0.997557994138363"
"C180","0.2699037311511","0.367756444884369"
"5-HEPE-To","0.0850233601006795","0.0649035857430648"
"12-HEPE-To","0.125883017618099","0.0804327676538261"
"9-HpODE  Per--To","0.439151230336852","0.373088782247223"
"19_20-DiHDoPE-To","0.768704767408632","0.424734415743623"
"13-HpODE  Per--To","0.373728297223222","0.28822306035488"
"Per--Sum-n-3 PUFA-NEFA","0.119369143958561","0.188886783669949"
"1213-EpODE-NE","0.75269344479112","0.945948000627618"
"12-HEPE-NE","0.0586729128990731","0.525213826623588"
"C226n3/C225n3","0.000341864775082983","0.196599005378675"
"C205n3 EPA","0.0390959263469749","0.0758709566885875"
"12-HpETE  Per--To","0.266891243372168","0.364055174454803"
"Per-C204n3","0.0849087716521192","0.671137107914598"
"15-HpETE  Per--To","0.531569516581392","0.347007206732"
"14_15-DiHETE-To","0.157255391558605","0.0541561944592024"
"Per-C180","0.938731349561275","0.871511273942653"
"Per--C205n3-NEFA","0.133458648144999","0.138752828720939"
" Per--9c,11t-CLA-NEFA","0.420614605313287","0.298660762215219"
"9c,11t-CLA-NEFA","0.839276469982611","0.553080190729391"
"Per-C226n3 DHA","0.0372291361311404","0.878457150500618"
"C161n7/C160-NEFA","0.0725831830502905","0.673810279259205"
"Per--C161n7-NEFA","0.0318134809746926","0.636698640696274"
"Per--C181n9-NEFA","0.622495443457397","0.921259975407873"
"Per-Sum-n-3 PUFA","0.130270269242213","0.639307133512189"
"Per--Sum-MUFA-NEFA","0.666978759757959","0.884238043816475"
"Per-C205n3 EPA","0.00105460235496285","0.211722211248264"
"C180/C160","0.114969050832944","0.249005351242828"
