Metabolite,PP-F D229,PP-F D360,PP-F D384,PP-F D391,PP-F D75,PP-F D274,PP-F D34,PP-F D356,PP-F D368,PP-F D370,PP/F D229,PP/F D360,PP/F D384,PP/F D391,PP/F D75,PP/F D274,PP/F D34,PP/F D356,PP/F D368,PP/F D370
9_10-DiHOME-To,3.77,2.05,21.43,5.15,-7.61,1.2,10.71,3.72,7.08,6.8,5.38372093023,1.36476868327,19.3162393162,7.35802469136,0.349572649573,2.55844155844,3.98328690808,5.59259259259,9.23255813953,4.56020942408
9(10)-EpODE-To,-1.2,-64.5,31.2,-16.3,-18.76,0.6,-25.0,3.7,22.95,-8.7,0.934782608696,0.154652686763,2.86826347305,0.432055749129,0.258498023715,1.03191489362,0.357326478149,1.30327868852,3.96129032258,0.746355685131
11-HETE-To,-10.7,-74.5,4.7,-9.46,-30.2,-0.62,-26.87,-0.2,22.31,-12.9,0.565040650407,0.14367816092,1.39166666667,0.333802816901,0.268765133172,0.937688442211,0.230085959885,0.981981981982,3.75772558714,0.686131386861
9-KODE-To,-59.0,-741.0,79.0,-136.8,-159.9,-10.0,-207.2,19.0,187.8,-174.0,0.68449197861,0.158910329171,1.53741496599,0.31256281407,0.341975308642,0.92700729927,0.3,1.19,2.89314516129,0.544502617801
5-HEPE-NE,-0.71,-7.05,-0.36,-0.57,-5.85,0.07,-2.56,-0.86,-0.2,-0.1,0.330188679245,0.0903225806452,0.265306122449,0.366666666667,0.22,1.07368421053,0.391923990499,0.252173913043,0.677419354839,0.772727272727
C18:1n9/C18:0,-1.9,-2.8,-2.09,-3.8,0.26,-3.11,-1.81,-2.59,-0.4,-3.14,0.722627737226,0.583952451709,0.674961119751,0.569648924122,1.04980842912,0.590250329381,0.689536878216,0.622448979592,0.927140255009,0.630153121319
%-C16:0-NEFA,-4.764,-0.459,-4.238,-0.534,-5.477,1.623,-4.021,-8.832,4.317,-1.424,0.791391163463,0.968589611989,0.861326527273,0.966307022525,0.74380203948,1.09958888139,0.834274409595,0.556782255232,1.32888922749,0.942580645161
"%9c,11t-CLA",0.0035,0.0013,-0.03,-0.0487,-0.0563,-0.068,-0.0456,-0.0154,0.0061,-0.0134,1.19444444444,1.03023255814,0.4,0.49793814433,0.407368421053,0.180722891566,0.357746478873,0.685714285714,1.32105263158,0.742307692308
8-HETE-To,-5.69,-54.95,3.34,-7.34,-19.17,-1.55,-20.74,-0.46,12.58,-8.8,0.612925170068,0.137362637363,1.49408284024,0.235416666667,0.287360594796,0.764079147641,0.153469387755,0.935664335664,3.55691056911,0.667924528302
%-C20:2n6-NEFA,0.021,0.065,0.275,-0.026,0.238,-0.116,0.016,-0.076,0.119,0.218,1.0527638191,1.1409978308,2.31578947368,0.948818897638,1.61818181818,0.760824742268,1.06015037594,0.851851851852,1.44237918216,1.51904761905
C22:6n3/C22:5n3-NEFA,10.67,-7.55,1.88,-5.72,0.82,1.11,-0.07,-5.55,1.76,-15.69,3.07587548638,0.701816745656,1.50948509485,0.503902862099,1.27242524917,1.31179775281,0.965,0.377104377104,1.64468864469,0.248922929631
%C16:1n7,-0.368,-0.4479,-0.5144,-1.6094,-0.1866,-1.0858,-0.2133,-0.5992,-0.168,-0.5726,0.817731550272,0.819975884244,0.765542388332,0.621584763696,0.965425236242,0.728074129727,0.932755359395,0.793592834998,0.914154317833,0.803971242725
5_15-DiHETE-To,0.29,-1.42,-0.1,0.14,-0.04,-0.02,0.05,0.07,0.28,-0.1,1.80555555556,0.29,0.642857142857,2.27272727273,0.916666666667,0.928571428571,1.12195121951,1.35,1.75675675676,0.772727272727
13-KODE-NE,1.83,1.06,0.42,1.97,-7.33,4.33,9.29,-3.0,-1.34,4.43,1.8672985782,1.28116710875,1.1074168798,3.4625,0.225976768743,8.87272727273,8.67768595041,0.630086313194,0.516245487365,4.85217391304
15-HETE-NE,-0.22,-0.35,0.01,-0.13,-0.06,-0.04,0.05,0.2,0.07,-0.79,0.0833333333333,0.339622641509,1.0243902439,0.0714285714286,0.785714285714,0.6,1.35714285714,3.22222222222,3.33333333333,0.21
14_15-DiHETrE-To,-0.07,-0.49,-0.15,-0.1,-0.31,-0.01,-0.31,-0.02,0.06,-0.19,0.5625,0.169491525424,0.53125,0.285714285714,0.279069767442,0.875,0.311111111111,0.846153846154,1.66666666667,0.547619047619
C15:0,-5.73,-59.06,1.15,-17.04,-38.18,-3.99,-35.07,0.07,17.33,-26.64,0.768951612903,0.225036084503,1.04165157552,0.357223689174,0.412344158843,0.773681225184,0.324407628588,1.00491918482,1.88373278939,0.518264014467
5_6-DiHETrE-To,-0.93,-9.74,-1.35,-1.69,-3.62,0.12,-5.57,-0.4,1.82,-1.98,0.744505494505,0.188333333333,0.7,0.436666666667,0.450682852807,1.08275862069,0.277561608301,0.87987987988,1.76150627615,0.671641791045
12(13)-EpOME-NE,3.56,-4.34,15.85,2.61,-0.63,6.73,4.08,-2.29,0.78,6.78,1.56151419558,0.50569476082,3.41984732824,1.91258741259,0.823033707865,9.0119047619,5.8,0.777669902913,1.11872146119,3.60769230769
C16:1n7/C16:0,-0.01,-0.02,-0.01,-0.05,0.02,-0.05,-0.01,-0.02,-0.01,-0.03,0.857142857143,0.8,0.875,0.666666666667,1.14285714286,0.6875,0.9,0.818181818182,0.857142857143,0.75
C19:0,-0.02,-3.99,0.88,-0.61,-1.33,-0.08,-1.43,-0.26,0.4,0.39,0.985074626866,0.365659777424,1.52694610778,0.5234375,0.501872659176,0.944827586207,0.492907801418,0.826666666667,1.3007518797,1.16810344828
9-HETE-To,-6.08,-54.71,4.55,-6.2,-15.9,-3.18,-19.15,-0.88,12.28,-9.1,0.591946308725,0.116155088853,1.67407407407,0.248484848485,0.345679012346,0.579920739762,0.269083969466,0.879945429741,3.44621513944,0.669090909091
C20:2n6-NEFA,-0.03,0.15,-0.07,0.32,-1.04,0.38,-0.15,0.59,-0.11,0.22,0.93023255814,1.57692307692,0.87037037037,1.9696969697,0.358024691358,1.62295081967,0.722222222222,2.475,0.744186046512,1.66666666667
8_9-DiHETrE-To,0.36,-5.21,-1.41,-0.29,-1.42,0.37,-2.27,-0.6,-0.14,-1.65,1.26666666667,0.169059011164,0.564814814815,0.822085889571,0.579881656805,1.33944954128,0.364145658263,0.710144927536,0.925925925926,0.516129032258
C22:5n3/C20:5n3-NEFA,-34.46,0.53,0.59,1.32,-0.03,-10.22,0.96,7.67,-2.13,0.58,0.0162717670568,5.41666666667,1.68604651163,2.03125,0.973684210526,0.286312849162,1.55813953488,7.78761061947,0.330188679245,1.3085106383
17-HDoHE-To,-4.6,-70.84,-9.01,-20.99,-18.0,-3.71,-27.0,-6.11,39.5,-11.09,0.72619047619,0.110050251256,0.312213740458,0.091341991342,0.46587537092,0.690833333333,0.341463414634,0.4125,3.19444444444,0.428350515464
9-KODE-NE,4.33,5.32,3.3,9.15,-0.42,9.14,14.08,-3.4,2.9,9.48,1.76366843034,1.60592255125,1.2972972973,5.06666666667,0.9475,5.43689320388,3.22784810127,0.795180722892,1.85545722714,5.27027027027
C20:4n6-NEFA,-0.67,0.01,-5.47,0.66,-12.69,1.81,-5.04,1.51,-0.86,-1.56,0.531468531469,1.01351351351,0.120578778135,2.03125,0.0669117647059,2.72380952381,0.255539143279,5.08108108108,0.173076923077,0.454545454545
%C18:1n7,0.0519,0.0421,0.0784,0.1134,0.2652,-0.0716,0.2504,-0.0013,-0.1051,0.0506,1.03217606944,1.02258583691,1.04314804623,1.05881742739,1.17586206897,0.9605292172,1.18452468681,0.999304440877,0.944829396325,1.03094801223
%C22:4n6,-0.0076,0.0019,-0.0851,0.1025,0.0325,0.0359,-0.0095,-0.1029,-0.0099,0.0079,0.95632183908,1.00989583333,0.58487804878,1.55107526882,1.28260869565,1.23933333333,0.927480916031,0.618888888889,0.926119402985,1.03607305936
8_9-DiHETrE-NE,0.01,-0.74,0.02,-0.08,0.24,-0.02,0.01,0.07,-0.13,0.03,1.2,0.0133333333333,1.15384615385,0.428571428571,9.0,0.714285714286,1.06666666667,2.0,0.315789473684,1.375
%C20:1n9,0.0663,0.1529,0.1027,0.0256,0.0383,0.0397,0.0292,0.0637,0.0564,0.0482,1.48043478261,2.31810344828,1.50841584158,1.12610837438,1.26597222222,1.25779220779,1.16404494382,1.364,1.40285714286,1.35970149254
C22:6n3-NEFA,-0.65,0.6,-3.5,0.42,-3.88,0.61,-0.62,-0.61,-1.48,-1.05,0.551724137931,2.25,0.211711711712,1.43298969072,0.179704016913,1.22846441948,0.530303030303,0.677248677249,0.37552742616,0.564315352697
%C18:3n3,0.015,-0.4469,-0.4447,-0.1869,0.1802,-0.4462,0.0463,-0.0672,-0.0571,0.1013,1.0142993327,0.734304399524,0.731785283474,0.866785459729,1.28971061093,0.716157760814,1.04061403509,0.948307692308,0.954932912391,1.09960668633
C20:3n6-NEFA,0.02,-0.17,-0.91,0.23,-3.56,0.6,-0.64,0.23,-0.34,-0.22,1.16666666667,0.260869565217,0.201754385965,2.53333333333,0.0582010582011,2.46341463415,0.507692307692,1.60526315789,0.333333333333,0.0434782608696
%C19:0,0.0036,0.0183,0.0042,0.0068,-0.0003,0.0068,0.0085,-0.0054,-0.0069,0.0132,1.21176470588,2.22,1.22105263158,1.425,0.98125,1.35789473684,2.0625,0.792307692308,0.636842105263,2.65
5-HETE-To,-14.7,-146.5,3.2,-16.53,-35.0,0.8,-64.4,0.7,26.6,-29.6,0.626903553299,0.127976190476,1.14611872146,0.31125,0.419568822554,1.05369127517,0.220338983051,1.03398058252,2.59281437126,0.604278074866
Total NEFA-NEFA,-13.01,20.89,-163.4,69.27,-328.9,141.82,-65.47,150.41,-78.84,7.22,0.880169475914,1.36797604369,0.370715551105,2.06487317448,0.219710089915,2.12833160952,0.678074445592,2.94781144781,0.50725,1.09125379171
_ (n-3) PUFA-NEFA,-0.35,1.03,-9.07,2.17,-15.91,3.57,-2.31,2.91,-5.53,-0.44,0.888535031847,1.52284263959,0.245424292845,1.86454183267,0.182425488181,1.56576862124,0.603773584906,1.67517401392,0.342449464923,0.865853658537
%-C18:3n6-NEFA,-0.143,-0.493,-0.07,-0.153,0.024,-0.236,-0.088,-0.329,-0.195,0.01,0.526490066225,0.374365482234,0.825870646766,0.656950672646,1.05700712589,0.307917888563,0.787951807229,0.276923076923,0.612326043738,1.03773584906
%C20:0,0.0326,0.0773,0.0681,0.0988,0.1728,0.0446,0.0664,0.0643,0.0148,0.0464,1.85789473684,3.20857142857,2.362,4.0875,3.08192771084,2.35151515152,2.27692307692,2.94848484848,1.32173913043,2.93333333333
C15:0-NEFA,-0.19,0.05,-0.57,0.3,-2.73,0.53,-0.22,-0.79,-0.03,-0.05,0.9,1.03472222222,0.716417910448,1.21739130435,0.354609929078,1.32515337423,0.886597938144,0.685258964143,0.983606557377,0.970930232558
