Oxylipin,Name,Correlation,P-Value,Anti-Athero Mean,Pro-Athero Mean,Anti- St Dev,Pro -St Dev,Type,Parent Fatty Acid
8_9-DiHETrE-NE-F,,-0.16401371715726018,0.47139543797595146,0.21997999999999998,0.11213999999999999,0.30066651293418095,0.053094613662781336,Diols,AA
 
Triol
Sum-TriHOME-NE-F,,-0.4540717085698563,0.2345294146373244,2.5274,1.1585999999999999,2.1814052351637923,0.31227359798740684,Triols,LA
 
Epoxide
12(13)-EpOME-NE-F,,-0.18502746011102347,0.534066655135681,5.617999999999999,4.2308,2.4098796650455414,4.121121898221404,epoxide,LA
9(10)-EpOME-NE-F,,-0.08342928113692684,0.7453700993307726,4.746,4.037999999999999,2.5064975563522887,3.9864294801237876,epoxide,LA
15(16)-EpODE-NE-F,,0.1599866728195927,0.44316824000785476,1.85526,4.0484,1.7343182199354303,5.604920543593817,epoxide,ALA
12(13)-EpODE-NE-F,,0.272679467872884,0.4313171497017666,0.16859999999999997,0.46392500000000003,0.1678918699639742,0.567130104855432,epoxide,ALA
 
Prostaglandin
6-keto PGF1a-NE-F,,-0.5382013055697551,0.07700426519009902,0.4888,0.30799999999999994,0.1770528169784372,0.09144670579085962,prostaglandin ,AA
PGF2a-NE-F,,-0.2844282740432325,0.7962881422536455,0.3939,0.33275,0.42720616412531626,0.0913869976163641,prostaglandin ,AA
 
Alcohol Precursor
 
TOFA-PP
Alcohol
17-HDoHE-To-PP,,0.6070331640351047,0.3801918468422604,8.572,18.478,5.609186215486163,22.086488403546635,alcohol,DHA
15-HEPE-To-PP,,0.6394832211519439,0.25729072574497935,2.0522,3.464,1.340061267256091,2.2141657571193707,alcohol,EPA
5-HEPE-To-PP,,0.7691533751469662,0.12474758077794317,2.552,4.93,0.8764245546537371,2.727058855250469,alcohol,EPA
12-HEPE-To-PP,,0.78651842093993,0.08816732904105753,1.2329999999999999,2.5564,0.32801676786408396,1.322544819656408,alcohol,EPA
9-HEPE-To-PP,,0.8246243641324994,0.048171329685410415,0.8978000000000002,1.7406,0.3679948369203018,0.7203102109508106,alcohol,EPA
9-HOTE-To-PP,,0.07717421461543315,0.9343469221215592,15.404000000000002,15.879999999999999,11.099677022328168,5.794997842967674,alcohol,ALA
9-HODE-To-PP,,0.23398291658044723,0.6289250901899287,397,467.4,227.99013136537292,214.9448766544576,alcohol,LA
8-HETE-To-PP,,0.33885064047128327,0.46962049873776557,7.5699999999999985,10.134,3.085798113940707,6.894641397491241,alcohol,AA
13-HODE-To-PP,,0.3451070576005299,0.4315309589478601,843,1145.4,487.9277610466533,654.5286853912517,alcohol,LA
13-HOTE-To-PP,,0.3477246274165973,0.43343105228067047,10.834000000000001,14.128,6.491970425071264,6.133344927525273,alcohol,ALA
12-HETE-To-PP,,0.3597459121652409,0.37848386198293427,11.15,16.484,4.33616189734655,12.036769915554588,alcohol,AA
15-HETE-To-PP,,0.3901701686763201,0.3513499255767065,26.659999999999997,37.9,10.242704720922106,23.240374351546063,alcohol,AA
9-HETE-To-PP,,0.41756439342177126,0.36859030021607136,7.552000000000001,10.718,3.419703203495881,6.596390679758136,alcohol,AA
11-HETE-To-PP,,0.43912455067072337,0.322143525708126,11.788,17.372,4.450923499679592,10.963665901513053,alcohol,AA
5-HETE-To-PP,,0.45133333463888053,0.30617344264230784,20.814,28.74,7.617872406387486,14.312686680005262,alcohol,AA
 
Ketone
15-KETE-To-PP,,0.6770359944598858,0.12605868014463334,2.332,3.65,0.3425930530527426,1.525991480972289,ketone,AA
9-KODE-To-PP,,0.35263852247366484,0.43084761395457916,127.86000000000001,165.95999999999998,63.43018209023206,80.76947443186693,ketone,ALA
13-KODE-To-PP,,0.3924996056366186,0.4013153398160624,59.879999999999995,80.44000000000001,29.313426957624742,42.794777718782456,ketone,ALA
5-KETE-To-PP,,0.47228911134361956,0.2282776736735616,2.0380000000000003,3.162,0.7532064789949691,1.7730397626674936,ketone,AA 
 
Diol
15_16-DiHODE-To-PP,,-0.14526564277844825,0.4948055560339204,6.63,4.946,3.6396291019827847,3.8040544160145773,Diols,ALA
12_13-DiHOME-To-PP,,-0.0894893445758623,0.6709250016339148,8.922,7.406000000000001,6.313598023314438,4.386311662433484,Diols,LA
9_10-DiHODE-To-PP,,-0.08515112665790667,0.6818986644396701,1.4514,1.1816,1.1822558098821083,0.784474537509026,Diols,ALA
9_10-DiHOME-To-PP,,-0.07264045974908395,0.7200810475474824,8.99,7.49,7.732641851269203,4.671696693921812,Diols,LA
8_9-DiHETrE-To-PP,,-0.04229231780707495,0.8696148911678829,1.5799999999999998,1.5479999999999998,0.3714162085854634,0.20067386476569507,Diols,AA
5_15-DiHETE-To-PP,,0.23809566797835968,0.8558072363262319,0.4194,0.3976,0.2018955175332032,0.16341603348508993,Diols,EPA
14_15-DiHETrE-To-PP,,0.3469864898370074,0.32704708446943354,0.10429999999999999,0.13976,0.048040711901469565,0.058834411699276855,Diols,AA
5_6-DiHETrE-To-PP,,0.37723959271129154,0.43823885262662576,2.48,2.9800000000000004,0.7347108274688754,1.1569356075426136,Diols,AA
11_12-DiHETrE-To-PP,,0.40157078517593725,0.34364557786660954,0.19278,0.26816,0.09864984541295546,0.13532674532404895,Diols,AA
19_20-DiHDoPE-To-PP,,0.466057146737964,0.5403954334303497,0.0653,0.0901,0.05497981447767899,0.06706422295084019,Diols,DHA 
14_15-DiHETE-To-PP,,0.529529796121267,0.07650837446780452,0.461,0.7558,0.19815902704646082,0.25666261901570336,diols,EPA
 
Triol
Sum-TriHOME-To-PP,,0.3621168022984511,0.5304363906316275,10.288000000000002,11.796000000000001,2.904706525623539,4.243963948951497,Triols,LA
 
Epoxide
17(18)-EpETE-To-PP,,0.6675954291630302,0.0920265830154776,1.784,3.4139999999999993,0.4505330176579738,1.655862313116646,epoxide,EPA
11(12)-EpETE-To-PP,,0.7772694526651708,0.039746976310725185,0.7536,1.5558,0.32368240607113596,0.6557005414059065,epoxide,EPA
15(16)-EpODE-To-PP,,-0.11825275195960316,0.9145696920328055,70.92,67.56,64.15447763017012,16.563906544049303,epoxide,ALA
12(13)-EpODE-To-PP,,-0.11594334720266683,0.9445813857688952,8.616,8.39,6.586556763590517,2.05386221543705,epoxide,ALA
9(10)-EpOME-To-PP,,0.019270825101813972,0.8238887864241301,153.45999999999998,166.3,109.092062039362,60.714084033278446,epoxide,LA
12(13)-EpOME-To-PP,,0.043472222612919505,0.8916420277972603,113.63999999999999,119.58,80.06911389543413,50.09932135268899,epoxide,LA
9(10)-EpODE-To-PP,,0.043870248417996284,0.8154639087778988,19.168000000000003,21.1,16.499700603344287,6.967424201238214,epoxide,ALA
8(9)-EpETrE-To-PP,,0.14336282279888227,0.5049150112126682,7.168000000000001,8.952000000000002,4.343382322568436,3.7136329920981677,epoxide,AA
11(12)-EpETrE-To-PP,,0.16686141985091535,0.5680750844182498,9.209999999999999,10.906,4.5347767309979,4.473788104056785,epoxide,AA
14(15)-EpETrE-To-PP,,0.2673111386635385,0.3712471810431193,14.651999999999997,19.358,7.148571185908414,8.50348869582361,epoxide,AA
16(17)-EpDPE-To-PP,,0.41863108142715216,0.6045752177444806,5.590000000000001,7.324,1.5654392354863178,6.784130747560811,epoxide,DHA
 
Prostaglandin
PGF2a - Select-To-PP,,-0.006620472840854015,0.9579160426149775,0.050061383232408864,0.04868928650263388,0.04301640328106514,0.022690905454562725,prostaglandin ,AA
F2-isoPs-To-PP,,0.005813272466456519,0.882261550917974,0.9252744783697799,0.8953684680944584,0.33036407695431586,0.28659185928828035,prostaglandin ,AA
PGF2a - Full-To-PP,,0.008782323510990144,0.920949124267753,0.9553113083092253,0.9343198972965654,0.3466972666055498,0.29976544891373086,prostaglandin ,AA
6-keto PGF1a-To-PP,,0.23679489834602535,0.8954065684470869,0.3884,0.38239999999999996,0.07467797533409695,0.0647865726829255,prostaglandin ,AA
 
Alcohol Precursor
9-HpODE %-To-PP,,0.4452852090865782,0.39569619688151214,41.78,69.32000000000001,33.52062051931616,59.87551252390245,alcohol precursor,LA
12-HpETE %-To-PP,,0.44859530198433617,0.3430798678213504,2.1952000000000003,3.558,1.6307038970947478,2.5465015216959905,alcohol precursor,AA
13-HpODE %-To-PP,,0.4573696677612624,0.3460207686203573,12.67,22.478000000000005,11.344849051441802,18.736859929027595,alcohol precursor,LA
15-HpETE %-To-PP,,0.48432255756017484,0.2804948375239037,10.234000000000002,17.4,6.127771209828248,12.414557986493115,alcohol precursor,AA 
 
TOFA-F
Alcohol
13-HODE-To-F,,-0.29693862971912144,0.32796460942072125,2257.4,1056.8,2387.553936563528,485.8196167303251,alcohol,LA
9-HODE-To-F,,-0.2966174058364913,0.3261340753202234,740,369.2,734.5481604360601,146.49470980209495,alcohol,LA
13-HOTE-To-F,,-0.25164486988400564,0.3807044757040559,27.439999999999998,13.024000000000001,32.3230258484567,7.135862246428247,alcohol,ALA
15-HETE-To-F,,-0.2508755194855522,0.3496763853066219,81.1,46.3,71.18086119175574,32.72705302956561,alcohol,AA
9-HOTE-To-F,,-0.2466978790492819,0.3969688098367324,26.2,12.226,32.67116465631428,5.987284860435487,alcohol,ALA
11-HETE-To-F,,-0.23992166780904395,0.3673481123247298,35.81999999999999,21.028,30.863117146522978,15.68436068190222,alcohol,AA
8-HETE-To-F,,-0.2245757666712267,0.3904343354097173,24.332,13.928,23.31853597462757,10.618943921125114,alcohol,AA
9-HETE-To-F,,-0.18148696437654288,0.4739273788314031,23.22,14.723999999999998,22.704035984819967,11.123660818273814,alcohol,AA
17-HDoHE-To-F,,-0.17385525597209633,0.35295998314796734,33.260000000000005,20.160000000000004,27.056293168133717,12.261647523885191,alcohol,DHA 
5-HETE-To-F,,-0.13829134140384008,0.52256387287834,62.720000000000006,41.919999999999995,60.82571002462691,33.75139997096418,alcohol,AA
12-HETE-To-F,,-0.11495693300388926,0.7071089583356489,31.857999999999997,24.932000000000002,29.85737463341344,26.266710300302165,alcohol,AA
9-HEPE-To-F,,0.009966854660624979,0.7587635051774941,3.1168000000000005,2.4961999999999995,3.4805575990062283,2.6365200928496644,alcohol,EPA 
15-HEPE-To-F,,0.08034442692140889,0.8798663573753353,5.5920000000000005,5.028,6.161121651128145,5.230795350613518,alcohol,EPA
5-HEPE-To-F,,0.1821963085806939,0.9197034246577435,9.52,10.312000000000001,10.051271063900327,13.738788884031955,alcohol,EPA
 
Ketone
13-KODE-To-F,,-0.2595489757993645,0.3830669669418518,152.6,95.96000000000001,124.65249696656701,57.40760402594764,ketone,LA
9-KODE-To-F,,-0.23684224865522888,0.4156906511958458,331.4,202.84,309.1355689661091,128.86942228472972,ketone,LA
15-KETE-To-F,,-0.09314756029855457,0.6975597263462835,7.014,5.720000000000001,5.521872870684368,4.59121443629025,ketone,AA
5-KETE-To-F,,-0.09003294982297631,0.6533418988242242,7.081999999999999,5.428,6.316697713204268,4.792856142218333,ketone,AA
 
Diol
12_13-DiHOME-To-F,,-0.31839275199887906,0.2573692855713051,3.8754000000000004,1.5308,3.9255911401978683,0.9613910234654786,Diols,LA
9_10-DiHOME-To-F,,-0.24649872981864915,0.31957232442935135,4.0329999999999995,1.5866000000000002,4.741357084211228,1.2172839849435295,Diols,LA
5_15-DiHETE-To-F,,-0.20811612619023387,0.42707984348579714,0.6469999999999999,0.3424,0.7677460517645143,0.0979607064082329,Diols,EPA
14_15-DiHETrE-To-F,,-0.18845381977925546,0.4569494460211768,0.3262,0.23481999999999997,0.18686679747884583,0.1828206005897585,Diols,AA
5_6-DiHETrE-To-F,,-0.1863677297462688,0.40466325737531406,5.946,4.182,3.645309314722139,2.6106933944835427,Diols,AA
8_9-DiHETrE-To-F,,-0.17545018285018518,0.46256487624645326,3.1739999999999995,2.406,1.958501978554018,1.0575821481095447,Diols,AA
15_16-DiHODE-To-F,,-0.08119315603422933,0.5718726427173627,2.2992,1.6361999999999999,1.9155066431625867,1.6303445034715824,Diols,ALA
9_10-DiHODE-To-F,,-0.03742949509879099,0.6384162840634604,0.2949,0.21311999999999998,0.31093999421110174,0.2086685098427647,Diols,ALA
11_12-DiHETrE-To-F,,0.048232113757497565,0.862241202879876,0.5740000000000001,0.5222,0.437048624297114,0.47624122039151545,Diols,AA
14_15-DiHETE-To-F,,0.3159535012226051,0.6279542915555802,1.0224,1.5744,0.5142774542987475,2.315677503453363,Diols,EPA
 
Triol
Sum-TriHOME-To-F,,-0.3073288240090446,0.3282021412292446,18.996000000000002,10.4,17.210522362787252,2.1739825206289045,Triols,LA
 
Epoxide
8(9)-EpETrE-To-F,,-0.583363224992141,0.06748596289307046,15.251999999999999,8.68,5.384005943533126,4.398903272407795,epoxide,AA
9(10)-EpOME-To-F,,-0.4164252795590466,0.2014311225407959,249.4,147.72,150.9629093519332,62.393845850372095,epoxide,LA
12(13)-EpOME-To-F,,-0.412166815108315,0.17323612231239333,196.2,103.74000000000001,130.4135729132516,45.968663239211104,epoxide,LA
12(13)-EpODE-To-F,,-0.4076808091153386,0.2023935113598401,10.9,6.672,6.020830507496452,3.178642792136291,epoxide,ALA
11(12)-EpETrE-To-F,,-0.36189604317361124,0.2679180478359489,21.540000000000003,13.228,13.479725516493266,7.872224590292125,epoxide,AA
16(17)-EpDPE-To-F,,-0.32514242910503294,0.1739068671893476,13.516,8.706,6.133537315448566,3.7827608964881723,epoxide,DHA
15(16)-EpODE-To-F,,-0.31958763616341873,0.29017757728243976,46.879999999999995,28.326,32.15006998437174,17.554112908375632,epoxide,ALA
14(15)-EpETrE-To-F,,-0.3166616473650092,0.3156537117129172,37.06,24.229999999999997,21.064258828641456,16.57089315637513,epoxide,AA
9(10)-EpODE-To-F,,-0.2410406192250669,0.42099104726958925,33.08,22.39,24.655060332515916,13.65175812853421,epoxide,ALA 
17(18)-EpETE-To-F,,-0.047077945592152344,0.7128032780645959,6.038000000000001,4.919199999999999,4.340981455846129,4.916260082623783,epoxide,EPA
11(12)-EpETE-To-F,,0.06644864971681208,0.838295288607186,3.1955999999999998,2.8045999999999998,2.6255602830634084,3.2100748900921308,epoxide,EPA
12-HEPE-To-F,,0.20882985867449247,0.7880769872937783,3.9168,4.776999999999999,4.530242951542444,5.2302600317766235,epoxide,EPA
 
Prostaglandin
6-keto PGF1a-To-F,,-0.5009476473986488,0.1523787349584965,0.48840000000000006,0.33120000000000005,0.19884994342468365,0.03291959902550455,prostaglandin ,AA
PGF2a - Full-To-F,,0.08314303208726613,0.6977066847579145,1.048882385638122,0.9620771077808277,0.29790923275883197,0.37889620255323236,prostaglandin ,AA
F2-isoPs-To-F,,0.0883217344140819,0.651357491843755,1.0270012692396944,0.931545876882684,0.2637817848030646,0.37046903015145793,prostaglandin ,AA
 
Alcohol Precursor
9-HpODE %-To-F,,0.20987814414697029,0.5999921827517736,206.61999999999998,307.1,168.29855020171743,375.5572126853644,alcohol precursor,LA
13-HpODE %-To-F,,0.2285248355811587,0.5936469578269079,60.03999999999999,89.16199999999999,47.873092651300496,106.97086855775268,alcohol precursor,LA
12-HpETE %-To-F,,0.29575588445244866,0.465472173603367,12.574000000000002,23.6574,8.635987494201226,29.97788049212286,alcohol precursor,AA
15-HpETE %-To-F,,0.3074627985470295,0.4396633232570901,65.6,129.74800000000002,45.330067284309216,163.55430220572006,alcohol precursor,AA
 
