Oxylipin,Name,Correlation,P-Value,Anti-Athero Mean,Pro-Athero Mean,Anti- St Dev,Pro -St Dev,Type,Parent Fatty Acid
14_15-DiHETE-NE-F,,0.5435639323694001,0.3312529081721505,0.6656,0.9110000000000001,0.22307465118206515,0.48136420722774936,diols,EPA
 
Triol
Sum-TriHOME-NE-F,,0.5421745250793403,0.08885766697575463,11.034,13.439999999999998,2.550937082720781,1.1013627921806692,triols,LA
 
Epoxide
12(13)-EpOME-NE-F,,-0.4897055056086765,0.44118869773489733,3.758,3.086,1.2134743507796113,1.4021875766102057,epoxide ,LA
15(16)-EpODE-NE-F,,-0.4510484927515795,0.29764250358279787,2.2774,1.4642,1.4675332364208993,0.7147784272066416,epoxide ,ALA
9(10)-EpOME-NE-F,,-0.16451342240332106,0.8786592824811901,2.2085999999999997,2.324,0.9728308177684345,1.316673839642909,epoxide ,LA
12(13)-EpODE-NE-F,,-0.037302194547359974,0.594151658545532,0.1289,0.1702,0.08247654211956275,0.12930011600922875,epoxide ,ALA
 
Prostaglandin
PGF2a-NE-F,,0.5582250225510197,0.14124720985887174,1.3918,4.594,0.5978304107353526,3.909332423828907,prostaglandin ,AA
6-keto PGF1a-NE-F,,-0.21170380289282353,0.46885037910279315,0.44139999999999996,0.41100000000000003,0.04006619522739837,0.0799187086982765,prostaglandin ,AA
F2-isoPs-NE-F,,0.14928542490670094,0.22875482634227454,0.38133333333333336,1.3944,0.08961212715549907,1.5945315299485305,prostaglandin ,AA
 
Alcohol Precursor
 
TOFA-PP
Alcohol
12-HETE-To-PP,,-0.3958961643860768,0.36055647438175403,60.08,46.96,17.480188786165918,24.689734708983806,alcohol,AA
15-HETE-To-PP,,-0.26430205318905603,0.4239275146871765,107.67999999999999,87.5,30.9349640374771,43.71487161138646,alcohol,AA
8-HETE-To-PP,,-0.19695632507455307,0.6047439511441666,35.260000000000005,31.26,8.843528707478699,14.05161912378783,alcohol,AA
11-HETE-To-PP,,-0.16948127951339467,0.7213709413512199,50.94,46.56,13.539313128811228,22.790304956274703,alcohol,AA
9-HETE-To-PP,,-0.1631798290735229,0.6802448959020136,32,28.840000000000003,8.163026399565299,14.369342364910096,alcohol,AA
5-HETE-To-PP,,-0.13072802140822878,0.7467488086619558,84.08,78.08,26.124547842977115,30.465669203219566,alcohol,AA
13-HODE-To-PP,,0.06944915781593751,0.8754683920372208,1762,1831.2,427.5160815688692,855.4046995428539,alcohols,LA
9-HEPE-To-PP,,0.24904619229421598,0.4173032612919191,3.346,4.554799999999999,1.2206678499903236,2.9152916149160806,alcohol,EPA
9-HODE-To-PP,,0.26862709270825436,0.4640843101895584,637.4,746.8,140.0974660727309,285.67586527391484,alcohol,LA
17-HDoHE-To-PP,,0.2943436025803546,0.8564275309384559,30.28,32.404,14.343883713973696,20.98385283974323,alcohol,DHA
15-HEPE-To-PP,,0.29831173655220516,0.42473085033093994,5.433999999999999,7.303999999999999,2.02166515526187,4.541941214943234,alcohol,EPA 
12-HEPE-To-PP,,0.44542264149497424,0.3673242587856798,3.4159999999999995,4.8100000000000005,1.4821201030955637,2.906303494131334,alcohol,EPA
5-HEPE-To-PP,,0.5043486703047774,0.23607155640562041,7.2780000000000005,13.196000000000002,2.3803613171113343,9.390318418456317,alcohol,EPA
13-HOTE-To-PP,,0.5187636688772423,0.15164950106642872,13.312000000000001,18.848000000000003,4.465839226841914,6.407848312811407,alcohol,ALA
9-HOTE-To-PP,,0.5257663250060332,0.16150301644780862,15.5,23.718,6.056814344191173,10.2577102708158,alcohol,ALA
 
Ketone
15-KETE-To-PP,,0.16327392765207635,0.47561364616534196,9.702000000000002,10.796000000000001,2.6682428675066254,1.8876122483179678,ketone,AA
5-KETE-To-PP,,0.18174897820323102,0.3485761615463877,10.062000000000001,11.346,2.219756743429329,1.8406737896759364,ketone,AA
9-KODE-To-PP,,0.4043865903865702,0.08302770509367775,330.8,466.4,49.78654436692721,144.8043507633662,ketone,LA
13-KODE-To-PP,,0.47783104632951084,0.04317672782784671,150.8,196.4,17.93599732381784,38.51363394955094,ketone,LA
 
Diol
5_15-DiHETE-To-PP,,-0.40607550842933865,0.12518977655341718,0.8794000000000001,0.3556,0.639505121167923,0.24268250864040447,Diols,EPA
8_9-DiHETrE-To-PP,,0.024640183807498318,0.9636069562413143,4.646,4.683999999999999,1.7077704763814125,0.5843629009442713,Diols,AA
14_15-DiHETrE-To-PP,,0.09675047779233076,0.6120029558844575,0.4816,0.522,0.138936316346735,0.09999499987499337,diols,AA
19_20-DiHDoPE-To-PP,,0.20229802888001805,0.9548203552336895,0.3512,0.34640000000000004,0.16045778260963228,0.08926253413386812,diols,DHA
11_12-DiHETrE-To-PP,,0.2377057029259429,0.6357197553672065,0.9648,1.0732,0.3841629862441202,0.30793051164183194,Diols,AA
5_6-DiHETrE-To-PP,,0.253935059938411,0.20785485766753112,6.066,7.816,1.0198676384707959,2.6676731433966987,Diols,AA
15_16-DiHODE-To-PP,,0.40871048260451986,0.41465003099329373,7.216000000000001,12.010000000000002,2.2909997817546772,11.661822327578138,Diols,ALA
9_10-DiHODE-To-PP,,0.4374877563793677,0.3959729192119266,1.5759999999999998,2.6882,0.6567952496783148,2.570986425479527,Diols,ALA
12_13-DiHOME-To-PP,,0.45326147076552453,0.3457606561361582,7.5200000000000005,14.322,2.7585775319899914,14.108586747084203,Diols,LA
14_15-DiHETE-To-PP,,0.5200335005732498,0.20336834885708785,0.8100000000000002,1.639,0.37847655145332276,1.2005677823430045,Diols,EPA
 
Triol
Sum-TriHOME-To-PP,,-0.09493851628657013,0.5061019623329117,14.782,13.041999999999998,4.473379036030824,3.351539944562798,triols,LA
 
Epoxide
12(13)-EpOME-To-PP,,0.5476120128696796,0.009394318379253003,161.2,228.2,18.99210362229526,39.79572841398932,epoxide ,LA
12(13)-EpODE-To-PP,,0.5503262987440418,0.028612137018917697,5.084,9.748,2.006098202980104,3.361141175255813,epoxide ,ALA
15(16)-EpODE-To-PP,,0.5634196507206016,0.04395807540553402,42.31999999999999,101.04,18.391764461301722,51.804468919196516,epoxide ,ALA
9(10)-EpODE-To-PP,,0.6653540430095918,0.0075352028104363235,16.34,32.76,4.415653971950253,9.360181622169534,epoxide ,ALA
8(9)-EpETrE-To-PP,,-0.1622922678341919,0.8726586858259553,20.200000000000003,20.96,7.123903424387487,7.395471587397257,epoxide ,AA
11(12)-EpETrE-To-PP,,-0.006659990627597235,0.44276793401177716,30.3,35.3,8.121268373844085,11.215391210296692,epoxide ,AA
14(15)-EpETrE-To-PP,,0.12720384936701495,0.2971165569743964,49.5,60.48,13.924618486694706,17.05130493540014,epoxide ,AA
9(10)-EpOME-To-PP,,0.31403218873397726,0.07874920785709101,221.2,331.4,42.67551991481764,114.6464129399607,epoxide ,LA
11(12)-EpETE-To-PP,,0.3670558399650501,0.1676013251277902,2.952,5.798,1.3654010399878855,3.9649489277921335,epoxide ,EPA
9_10-DiHOME-To-PP,,0.4100098053990669,0.4253837086348844,15.059999999999999,20.66,4.356948473415776,13.708136270113458,epoxide ,LA
16(17)-EpDPE-To-PP,,0.443538950751974,0.08841736451057923,12.437999999999999,17.740000000000002,2.367112164642821,5.63586728019743,epoxide ,DHA
17(18)-EpETE-To-PP,,0.45203169480834976,0.1660766420180787,6.032000000000001,11.838,2.151446025351319,7.608016824376773,epoxide ,EPA
 
Prostaglandin
6-keto PGF1a-To-PP,,-0.4009921069834942,0.3216683515033079,0.28279999999999994,0.2184,0.05911598768522814,0.12283851187636552,prostaglandin ,AA
F2-isoPs-To-PP,,-0.0652155942460945,0.6781111680158527,1.1643231361414397,1.1177860768727483,0.1998768157606929,0.1358113976361012,prostaglandin ,AA
PGF2a - Full-To-PP,,0.04460242455664795,0.856325624210559,1.2225030115515765,1.2008413061528636,0.20848572346183697,0.1537367333914017,prostaglandin ,AA
PGF2a - Select-To-PP,,0.49269337804094604,0.31841028355963535,0.058179875410136694,0.0830552292801152,0.041564367791322526,0.03171109429685232,prostaglandin ,AA
 
Alcohol Precursor
12-HpETE %-To-PP,,0.4685578647483313,0.03054422322449335,23.872000000000003,64.68,23.605035903382984,25.568085575576433,alcohol precursor ,AA
15-HpETE %-To-PP,,0.49491243024686415,0.03404368430815516,109.43999999999998,297.8,116.58260161790868,116.7784226644631,alcohol precursor ,AA
9-HpODE %-To-PP,,0.5232167724016694,0.023733790720684003,224.74000000000004,705.6,213.00830500241062,321.9717378901449,alcohol precursor ,LA
13-HpODE %-To-PP,,0.5342546089679857,0.020838688040535274,65.24,190.14,58.9597574621877,77.42963257048304,alcohol precursor ,LA
 
TOFA-F
Alcohol
9-HETE-To-F,,-0.19593023573411864,0.9602603488335163,34.059999999999995,34.42,9.921844586567582,12.113917615701375,alcohol,AA
15-HETE-To-F,,-0.11881383180626298,0.7330166382285133,102.86000000000001,110.1,30.188375246110844,34.478544052787385,alcohol,AA
11-HETE-To-F,,-0.10967385945792764,0.7393139431346425,51.14,54.58,15.905596499345737,15.665631171453011,alcohol,AA
8-HETE-To-F,,-0.06473931850654631,0.560212845807191,33.42,37.42,8.663544309345916,11.897142514066127,alcohol,AA
5-HETE-To-F,,-0.06026981995774435,0.573531427114967,80.64,89.56,20.561930843186897,27.06737889046518,alcohol,AA
13-HODE-To-F,,0.052921251894063645,0.39329325315963315,1560,2106,626.7774724732853,1199.3039648062538,alcohols,LA
9-HODE-To-F,,0.07174056568482448,0.36587725948861854,513.2,709.6,187.94068213135765,417.85739194131776,alcohols,LA
12-HETE-To-F,,0.10564190742059175,0.44559972084293,57,88.56,15.108441349126664,82.68163641341408,alcohol ,AA
13-HOTE-To-F,,0.28089171816899855,0.1377516919975415,9.384,16.194,3.4176424622830255,8.578559319606065,alcohol,ALA
17-HDoHE-To-F,,0.29579530912164376,0.20887237095653155,30,40.239999999999995,13.104960892730652,10.43661822622636,alcohol ,DHA 
9-HOTE-To-F,,0.30690946403493047,0.11203653799521861,8.724,16.392000000000003,3.105258443350571,9.088086707332845,alcohol,ALA 
15-HEPE-To-F,,0.322081823486036,0.21229294775770552,5.21,9.338,1.6420566372692493,6.154130320362088,alcohol,EPA
12-HEPE-To-F,,0.33623921651279287,0.23762655854978645,4.084,6.3,1.1210842965629322,3.5007070714357122,alcohol ,EPA
9-HEPE-To-F,,0.35207357604737155,0.18186390714163353,2.8980000000000006,6.640000000000001,1.2957507476362868,5.143913879527921,alcohol,EPA 
5-HEPE-To-F,,0.4403346006696612,0.16886550204468503,6.746,14.894,2.0315585150322395,10.829620491965544,alcohol,EPA
 
Ketone
15-KETE-To-F,,0.5591141114007013,0.04429665839045875,8.657999999999998,11.133999999999999,1.8497080850772172,1.4049128086824683,ketone,AA
5-KETE-To-F,,0.3026470318821736,0.25935326701870703,9.756,11.225999999999999,2.4988457335337824,1.0422955435000194,ketone,AA
9-KODE-To-F,,0.31583197674583324,0.15074798767419365,303.8,439.2,88.15724587349582,168.9310510237831,ketone,LA
13-KODE-To-F,,0.34253868856347947,0.1299485714374814,134.74,188.2,39.296793762341444,58.92961903830702,ketone,LA 
 
Diol
14_15-DiHETE-To-F,,0.6085569023605427,0.07017125471671763,0.7086,1.3588,0.3349355161818466,0.6102353644291684,Diols,EPA
12_13-DiHOME-To-F,,-0.10524694307046314,0.6464273567200487,2.524,2.75,0.41728886877078103,0.9748846085563153,Diols,LA
9_10-DiHODE-To-F,,-0.0803580206385611,0.6605681221654096,0.5635999999999999,0.6294000000000001,0.12424894365748212,0.2978393862470174,diols,ALA
5_6-DiHETrE-To-F,,-0.06456466088777994,0.9586593202549536,6.85,6.922,2.567800615312647,1.571088794435245,diols,AA
5_15-DiHETE-To-F,,-0.03934271525845812,0.6662835961291211,0.5284,0.7292,0.2564815782858488,0.9411687946378164,Diols,EPA
9_10-DiHOME-To-F,,0.00429681066830185,0.599636493261319,9.156,10.51,3.3203057088165857,4.43498027053109,Diols,LA
14_15-DiHETrE-To-F,,0.04582608029925951,0.5258172329428885,0.48040000000000005,0.54,0.05371498859722489,0.18692913095609237,Diols,AA
15_16-DiHODE-To-F,,0.12084652213746339,0.38176864309439495,2.0646,2.682,0.7250936491240284,1.3035605087605262,Diols,ALA
8_9-DiHETrE-To-F,,0.2425228754473386,0.3732749559788576,4.456,5.072,1.1098558464953892,0.949589384944881,Diols,AA
11_12-DiHETrE-To-F,,0.28751289924597095,0.34194960696199495,0.9315999999999999,1.1026,0.21885908708573265,0.30879248695523687,Diols,AA
19_20-DiHDoPE-To-F,,0.335927351546154,0.8264750898754907,0.3246,0.33759999999999996,0.07155976523158793,0.10652135936045899,Diols,DHA
 
Triol
Sum-TriHOME-To-F,,0.047290476582951144,0.4587070903910211,12.44,14.7,2.3681216184985163,6.044418913344774,triols,LA
 
Epoxide
16(17)-EpDPE-To-F,,0.5649981987231293,0.3657103917103769,12.919999999999998,15.956,2.6873779042032897,6.550166410099822,epoxide ,DHA
9(10)-EpODE-To-F,,0.5667226837094648,0.10647897899249338,15.344,22.26,4.028980019806504,7.488524554276362,epoxide ,ALA
15(16)-EpODE-To-F,,0.636374058743283,0.024198079473302186,19.06,31.98,6.308169306542113,8.293189977324772,epoxide ,ALA
11(12)-EpETrE-To-F,,-0.046105113438757936,0.8391630987480838,32.54,31.6,9.268117392437373,3.820340298978617,epoxide ,AA
8(9)-EpETrE-To-F,,0.009305772620632136,0.918198733128792,20.26,20.5,4.733708905287681,1.4713938969562164,epoxide ,AA
14(15)-EpETrE-To-F,,0.013631612744143928,0.8923072818930673,53.6,52.7,12.476377679438846,7.1899235044608965,epoxide ,AA
9(10)-EpOME-To-F,,0.19794745404749833,0.46671375917724467,214.6,241.8,64.08431945491816,47.20381340527476,epoxide ,LA
12(13)-EpOME-To-F,,0.39139328725193395,0.23355291705447792,148.4,176,34.5441746174373,33.17378483079674,epoxide ,LA
11(12)-EpETE-To-F,,0.43026148090782956,0.3040092954320691,2.9059999999999997,5.382,0.43957934437369023,4.69011407110744,epoxide ,EPA
12(13)-EpODE-To-F,,0.43751914268922104,0.09507493335351881,4.246,5.702,1.0898761397516716,1.331172415579589,epoxide ,ALA
17(18)-EpETE-To-F,,0.5124964093208013,0.22100058039443973,6.412000000000001,11.591999999999999,1.7834432987902882,7.930127363416054,epoxide ,EPA
 
Prostaglandin
6-keto PGF1a-To-F,,-0.5315094049737632,0.22951743754333204,0.31420000000000003,0.2722,0.03765235716392792,0.061597077852768516,prostaglandin ,AA
F2-isoPs-To-F,,0.10199417528293664,0.38239189371678384,1.2592479378988983,1.4472506316758298,0.24408928304906918,0.383802233434464,prostaglandin ,AA
PGF2a - Full-To-F,,0.23116043930321167,0.18622968332815126,1.282754876117986,1.584911956100282,0.24628179425153435,0.39713020703469365,prostaglandin ,AA
PGF2a - Select-To-F,,0.33335287854345547,0.18986691922782162,0.058767345547719,0.13766132442445217,0.018786134097677827,0.06888791275728921,prostaglandin ,AA
 
Alcohol Precursor
12-HpETE %-To-F,,0.693365301255446,0.14019623255691122,23.59,45.46,14.310852525269066,26.215606039151556,alcohol precursor ,AA
15-HpETE %-To-F,,0.7596350334624387,0.0851917442872483,105.80000000000001,218.4,50.555266787942074,117.8422674595156,alcohol precursor ,AA
13-HpODE %-To-F,,0.8069950962952652,0.04137132544493479,57.720000000000006,151.89999999999998,27.13497742766705,82.40479354989004,alcohol precursor ,LA
9-HpODE %-To-F,,0.8575124856048364,0.02323540446513212,201.79999999999998,527.8000000000001,84.69474599997334,246.2837794090387,alcohol precursor ,LA
 
